antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'HATE=NAG'}),frozenset({'SENTIMENT=NEU'}),0.20666666666666667,0.12,0.12,0.5806451612903226,4.838709677419355,1.0,0.09519999999999999,2.098461538461539,1.0,0.5806451612903225,0.5234604105571848,0.7903225806451613
frozenset({'SENTIMENT=NEU'}),frozenset({'HATE=NAG'}),0.12,0.20666666666666667,0.12,1.0,4.838709677419355,1.0,0.09519999999999999,inf,0.9015151515151515,0.5806451612903225,1.0,0.7903225806451613
"frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'text_long', 'CONTEXT=ATK'})",0.13333333333333333,0.12666666666666668,0.08,0.6,4.7368421052631575,1.0,0.06311111111111112,2.183333333333333,0.9102564102564102,0.4444444444444445,0.5419847328244274,0.6157894736842104
"frozenset({'TARGET=bully', 'text_long', 'CONTEXT=ATK'})","frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})",0.12666666666666668,0.13333333333333333,0.08,0.6315789473684209,4.736842105263157,1.0,0.06311111111111112,2.3523809523809516,0.9033078880407126,0.4444444444444445,0.5748987854251011,0.6157894736842104
"frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'text_long'})",0.13333333333333333,0.14,0.08666666666666667,0.65,4.642857142857142,1.0,0.068,2.4571428571428573,0.9053254437869823,0.46428571428571436,0.5930232558139535,0.6345238095238095
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})",0.14,0.13333333333333333,0.08666666666666667,0.619047619047619,4.642857142857142,1.0,0.068,2.2749999999999995,0.9123434704830053,0.46428571428571436,0.5604395604395603,0.6345238095238095
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN'})","frozenset({'mépris / haine=1', 'TARGET=bully'})",0.16,0.12666666666666668,0.09333333333333334,0.5833333333333334,4.605263157894737,1.0,0.07306666666666667,2.096,0.9319727891156463,0.48275862068965514,0.5229007633587787,0.6600877192982455
"frozenset({'mépris / haine=1', 'TARGET=bully'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN'})",0.12666666666666668,0.16,0.09333333333333334,0.7368421052631577,4.605263157894735,1.0,0.07306666666666667,3.191999999999998,0.8964013086150491,0.48275862068965514,0.6867167919799497,0.6600877192982455
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'text_long', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'INTENTION=DFN'})",0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'ROLE=victim_support', 'CONTEXT=ATK', 'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'VERBAL_ABUSE=OTH', 'domain=Religion', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG'})",0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'text_long', 'CONTEXT=ATK'})",frozenset({'TARGET=bully'}),0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN', 'CONTEXT=ATK'})",frozenset({'TARGET=bully'}),0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'domain=Religion'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG'})",0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
"frozenset({'INTENTION=DFN', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'domain=Religion'})",frozenset({'TARGET=bully'}),0.08,0.22,0.08,1.0,4.545454545454546,1.0,0.0624,inf,0.8478260869565217,0.3636363636363637,1.0,0.6818181818181819
frozenset({'ROLE=victim'}),"frozenset({'text_long', 'CONTEXT=ATK', 'INTENTION=DFN'})",0.10666666666666667,0.18,0.08666666666666667,0.8125,4.513888888888889,1.0,0.06746666666666667,4.373333333333334,0.8714121699196327,0.43333333333333335,0.7713414634146342,0.6469907407407407
"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})","frozenset({'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})","frozenset({'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'INTENTION=DFN', 'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long', 'INTENTION=DFN'})","frozenset({'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})","frozenset({'ROLE=victim_support', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long', 'INTENTION=DFN'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})","frozenset({'INTENTION=DFN', 'domain=Religion', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'ROLE=victim_support', 'INTENTION=DFN', 'CONTEXT=ATK'})",0.14,0.12666666666666668,0.08,0.5714285714285714,4.511278195488721,1.0,0.062266666666666665,2.0377777777777775,0.9050387596899224,0.4285714285714285,0.5092693565976009,0.6015037593984962
"frozenset({'ROLE=victim_support', 'INTENTION=DFN', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'ROLE=victim_support', 'INTENTION=DFN', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'INTENTION=DFN', 'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long', 'INTENTION=DFN'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long', 'INTENTION=DFN'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'INTENTION=DFN', 'domain=Religion', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})",0.12666666666666668,0.14,0.08,0.6315789473684209,4.51127819548872,1.0,0.062266666666666665,2.334285714285713,0.8912213740458016,0.4285714285714285,0.5716034271725824,0.6015037593984962
"frozenset({'ROLE=victim_support', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'mépris / haine=1'})",0.16666666666666666,0.12666666666666668,0.09333333333333334,0.56,4.421052631578948,1.0,0.07222222222222223,1.984848484848485,0.9285714285714286,0.4666666666666667,0.4961832061068703,0.6484210526315789
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG'})","frozenset({'mépris / haine=1', 'TARGET=bully', 'INTENTION=DFN'})",0.16666666666666666,0.12666666666666668,0.09333333333333334,0.56,4.421052631578948,1.0,0.07222222222222223,1.984848484848485,0.9285714285714286,0.4666666666666667,0.4961832061068703,0.6484210526315789
"frozenset({'ROLE=victim_support', 'INTENTION=DFN'})","frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=bully'})",0.16666666666666666,0.12666666666666668,0.09333333333333334,0.56,4.421052631578948,1.0,0.07222222222222223,1.984848484848485,0.9285714285714286,0.4666666666666667,0.4961832061068703,0.6484210526315789
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG'})","frozenset({'TARGET=bully', 'mépris / haine=1'})",0.16666666666666666,0.12666666666666668,0.09333333333333334,0.56,4.421052631578948,1.0,0.07222222222222223,1.984848484848485,0.9285714285714286,0.4666666666666667,0.4961832061068703,0.6484210526315789
"frozenset({'mépris / haine=1', 'SENTIMENT=NEG', 'TARGET=bully'})","frozenset({'ROLE=victim_support', 'INTENTION=DFN'})",0.12666666666666668,0.16666666666666666,0.09333333333333334,0.7368421052631577,4.421052631578947,1.0,0.07222222222222223,3.166666666666665,0.886041439476554,0.4666666666666667,0.6842105263157893,0.6484210526315789
"frozenset({'TARGET=bully', 'mépris / haine=1'})","frozenset({'ROLE=victim_support', 'INTENTION=DFN'})",0.12666666666666668,0.16666666666666666,0.09333333333333334,0.7368421052631577,4.421052631578947,1.0,0.07222222222222223,3.166666666666665,0.886041439476554,0.4666666666666667,0.6842105263157893,0.6484210526315789
"frozenset({'TARGET=bully', 'mépris / haine=1'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG'})",0.12666666666666668,0.16666666666666666,0.09333333333333334,0.7368421052631577,4.421052631578947,1.0,0.07222222222222223,3.166666666666665,0.886041439476554,0.4666666666666667,0.6842105263157893,0.6484210526315789
"frozenset({'mépris / haine=1', 'TARGET=bully', 'INTENTION=DFN'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG'})",0.12666666666666668,0.16666666666666666,0.09333333333333334,0.7368421052631577,4.421052631578947,1.0,0.07222222222222223,3.166666666666665,0.886041439476554,0.4666666666666667,0.6842105263157893,0.6484210526315789
"frozenset({'text_long', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'CONTEXT=ATK'})",0.10666666666666667,0.18666666666666668,0.08666666666666667,0.8125,4.352678571428571,1.0,0.06675555555555555,4.337777777777778,0.862227324913892,0.41935483870967744,0.7694672131147541,0.6383928571428572
"frozenset({'text_long', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.10666666666666667,0.18666666666666668,0.08666666666666667,0.8125,4.352678571428571,1.0,0.06675555555555555,4.337777777777778,0.862227324913892,0.41935483870967744,0.7694672131147541,0.6383928571428572
"frozenset({'SENTIMENT=NEG', 'text_long', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'CONTEXT=ATK'})",0.10666666666666667,0.18666666666666668,0.08666666666666667,0.8125,4.352678571428571,1.0,0.06675555555555555,4.337777777777778,0.862227324913892,0.41935483870967744,0.7694672131147541,0.6383928571428572
"frozenset({'TARGET=bully', 'domain=Religion', 'CONTEXT=ATK'})","frozenset({'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})",0.1,0.18666666666666668,0.08,0.8,4.285714285714286,1.0,0.06133333333333334,4.066666666666667,0.8518518518518517,0.3870967741935484,0.7540983606557378,0.6142857142857143
"frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'VERBAL_ABUSE=OTH'})",0.13333333333333333,0.14,0.08,0.6,4.285714285714286,1.0,0.06133333333333334,2.15,0.8846153846153846,0.4137931034482759,0.5348837209302325,0.5857142857142856
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'CONTEXT=ATK'})",0.1,0.18666666666666668,0.08,0.8,4.285714285714286,1.0,0.06133333333333334,4.066666666666667,0.8518518518518517,0.3870967741935484,0.7540983606557378,0.6142857142857143
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'CONTEXT=ATK'})",0.1,0.18666666666666668,0.08,0.8,4.285714285714286,1.0,0.06133333333333334,4.066666666666667,0.8518518518518517,0.3870967741935484,0.7540983606557378,0.6142857142857143
"frozenset({'TARGET=bully', 'VERBAL_ABUSE=OTH'})","frozenset({'SENTIMENT=NEG', 'domain=Religion', 'INTENTION=DFN'})",0.14,0.13333333333333333,0.08,0.5714285714285714,4.285714285714286,1.0,0.06133333333333334,2.022222222222222,0.8914728682170543,0.4137931034482759,0.5054945054945055,0.5857142857142856
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'CONTEXT=ATK'})",0.1,0.18666666666666668,0.08,0.8,4.285714285714286,1.0,0.06133333333333334,4.066666666666667,0.8518518518518517,0.3870967741935484,0.7540983606557378,0.6142857142857143
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'text_long', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.1,0.22,0.09333333333333334,0.9333333333333333,4.242424242424242,1.0,0.07133333333333333,11.700000000000003,0.8492063492063492,0.4117647058823529,0.9145299145299145,0.6787878787878788
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.1,0.22,0.09333333333333334,0.9333333333333333,4.242424242424242,1.0,0.07133333333333333,11.700000000000003,0.8492063492063492,0.4117647058823529,0.9145299145299145,0.6787878787878788
"frozenset({'ROLE=victim_support', 'text_long', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG'})",0.1,0.22,0.09333333333333334,0.9333333333333333,4.242424242424242,1.0,0.07133333333333333,11.700000000000003,0.8492063492063492,0.4117647058823529,0.9145299145299145,0.6787878787878788
"frozenset({'TARGET=bully', 'domain=Religion'})","frozenset({'INTENTION=DFN', 'SENTIMENT=NEG', 'text_long', 'CONTEXT=ATK'})",0.11333333333333333,0.16666666666666666,0.08,0.7058823529411765,4.23529411764706,1.0,0.061111111111111116,2.833333333333334,0.8615288220551379,0.4000000000000001,0.6470588235294118,0.5929411764705883
"frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.14666666666666667,0.14,0.08666666666666667,0.5909090909090909,4.220779220779221,1.0,0.06613333333333334,2.102222222222222,0.8942307692307693,0.43333333333333335,0.5243128964059197,0.604978354978355
"frozenset({'domain=Religion', 'HATE=OAG', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG'})",0.09333333333333334,0.22,0.08666666666666667,0.9285714285714286,4.220779220779221,1.0,0.06613333333333334,10.920000000000005,0.8416289592760182,0.38235294117647056,0.9084249084249084,0.6612554112554112
"frozenset({'SENTIMENT=NEG', 'domain=Religion', 'HATE=OAG', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.09333333333333334,0.22,0.08666666666666667,0.9285714285714286,4.220779220779221,1.0,0.06613333333333334,10.920000000000005,0.8416289592760182,0.38235294117647056,0.9084249084249084,0.6612554112554112
"frozenset({'domain=Religion', 'HATE=OAG', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.09333333333333334,0.22,0.08666666666666667,0.9285714285714286,4.220779220779221,1.0,0.06613333333333334,10.920000000000005,0.8416289592760182,0.38235294117647056,0.9084249084249084,0.6612554112554112
"frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})",0.14666666666666667,0.14,0.08666666666666667,0.5909090909090909,4.220779220779221,1.0,0.06613333333333334,2.102222222222222,0.8942307692307693,0.43333333333333335,0.5243128964059197,0.604978354978355
"frozenset({'INTENTION=DFN', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})","frozenset({'TARGET=bully', 'text_long'})",0.14666666666666667,0.14,0.08666666666666667,0.5909090909090909,4.220779220779221,1.0,0.06613333333333334,2.102222222222222,0.8942307692307693,0.43333333333333335,0.5243128964059197,0.604978354978355
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'INTENTION=DFN', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})",0.14,0.14666666666666667,0.08666666666666667,0.619047619047619,4.22077922077922,1.0,0.06613333333333334,2.2399999999999993,0.887298747763864,0.43333333333333335,0.5535714285714285,0.604978354978355
"frozenset({'TARGET=bully', 'SENTIMENT=NEG', 'text_long'})","frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})",0.14,0.14666666666666667,0.08666666666666667,0.619047619047619,4.22077922077922,1.0,0.06613333333333334,2.2399999999999993,0.887298747763864,0.43333333333333335,0.5535714285714285,0.604978354978355
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'INTENTION=DFN', 'VERBAL_ABUSE=OTH', 'CONTEXT=ATK'})",0.14,0.14666666666666667,0.08666666666666667,0.619047619047619,4.22077922077922,1.0,0.06613333333333334,2.2399999999999993,0.887298747763864,0.43333333333333335,0.5535714285714285,0.604978354978355
"frozenset({'text_long', 'INTENTION=DFN'})","frozenset({'domain=Religion', 'CONTEXT=ATK'})",0.2,0.12666666666666668,0.10666666666666667,0.5333333333333333,4.2105263157894735,1.0,0.08133333333333334,1.8714285714285712,0.953125,0.4848484848484849,0.465648854961832,0.687719298245614
"frozenset({'domain=Religion', 'CONTEXT=ATK'})","frozenset({'text_long', 'INTENTION=DFN'})",0.12666666666666668,0.2,0.10666666666666667,0.8421052631578946,4.210526315789473,1.0,0.08133333333333334,5.066666666666662,0.8730916030534351,0.4848484848484849,0.8026315789473681,0.687719298245614
"frozenset({'ROLE=victim_support', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.08666666666666667,0.22,0.08,0.9230769230769231,4.195804195804196,1.0,0.06093333333333334,10.140000000000008,0.8339416058394161,0.3529411764705883,0.9013806706114399,0.6433566433566433
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})",frozenset({'TARGET=bully'}),0.08666666666666667,0.22,0.08,0.9230769230769231,4.195804195804196,1.0,0.06093333333333334,10.140000000000008,0.8339416058394161,0.3529411764705883,0.9013806706114399,0.6433566433566433
"frozenset({'ROLE=victim_support', 'VERBAL_ABUSE=OTH', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'SENTIMENT=NEG'})",0.08666666666666667,0.22,0.08,0.9230769230769231,4.195804195804196,1.0,0.06093333333333334,10.140000000000008,0.8339416058394161,0.3529411764705883,0.9013806706114399,0.6433566433566433
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN'})","frozenset({'TARGET=bully', 'text_long'})",0.16,0.14,0.09333333333333334,0.5833333333333334,4.166666666666667,1.0,0.07093333333333333,2.064,0.9047619047619048,0.45161290322580633,0.5155038759689923,0.625
"frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'text_long'})","frozenset({'mépris / haine=1', 'INTENTION=DFN'})",0.10666666666666667,0.18,0.08,0.75,4.166666666666667,1.0,0.0608,3.2800000000000002,0.8507462686567164,0.3870967741935484,0.6951219512195123,0.5972222222222222
"frozenset({'TARGET=bully', 'text_long'})","frozenset({'ROLE=victim_support', 'SENTIMENT=NEG', 'INTENTION=DFN'})",0.14,0.16,0.09333333333333334,0.6666666666666665,4.166666666666666,1.0,0.07093333333333333,2.5199999999999987,0.8837209302325582,0.45161290322580633,0.603174603174603,0.625
